average_daily_usage,avg_usage,batch_number,below_reorder,created_by_id,date,day,days_to_expiration,expiration_date,id,is_active,is_weekend,last_order_date,last_stock_count_date,last_updated_at,minimum_stock_level,month,near_expiration_15d,notes,optimal_stock_level,product_id,product_name,product_sku,quantity_available,quantity_on_hand,quantity_reserved,reorder_point,reorder_quantity,sale_amount,sale_amount_lag1,sale_amount_ma7,shelf_location,stock,stock_status,stock_to_reorder,supplier_id,supplier_name,total_value,unit_cost,warehouse_location,weekday,year
,8.0,,,,2024-10-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,137,,,47,160,13.0,9.0,9.571428571428571,,137,,2.9148936170212765,,,,,,,
,8.0,,,,2024-10-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,131,,,47,160,5.0,13.0,9.0,,131,,2.7872340425531914,,,,,,,
,8.0,,,,2024-10-14,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,121,,,47,160,3.0,5.0,8.571428571428571,,121,,2.574468085106383,,,,,,,
,8.0,,,,2024-10-15,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,116,,,47,160,8.0,3.0,8.142857142857142,,116,,2.4680851063829787,,,,,,,
,8.0,,,,2024-10-16,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,113,,,47,160,5.0,8.0,7.428571428571429,,113,,2.404255319148936,,,,,,,
,8.0,,,,2024-10-17,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,102,,,47,160,8.0,5.0,7.285714285714286,,102,,2.1702127659574466,,,,,,,
,8.0,,,,2024-10-18,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,98,,,47,160,7.0,8.0,7.0,,98,,2.0851063829787235,,,,,,,
,8.0,,,,2024-10-19,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,90,,,47,160,14.0,7.0,7.142857142857143,,90,,1.9148936170212767,,,,,,,
,8.0,,,,2024-10-20,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,81,,,47,160,10.0,14.0,7.857142857142857,,81,,1.7234042553191489,,,,,,,
,8.0,,,,2024-10-21,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,68,,,47,160,8.0,10.0,8.571428571428571,,68,,1.446808510638298,,,,,,,
,8.0,,,,2024-10-22,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,59,,,47,160,6.0,8.0,8.285714285714286,,59,,1.25531914893617,,,,,,,
,8.0,,,,2024-10-23,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,46,,,47,160,6.0,6.0,8.428571428571429,,46,,0.9787234042553192,,,,,,,
,8.0,,,,2024-10-24,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,205,,,47,160,4.0,6.0,7.857142857142857,,205,,4.361702127659575,,,,,,,
,8.0,,,,2024-10-25,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,194,,,47,160,11.0,4.0,8.428571428571429,,194,,4.127659574468085,,,,,,,
,8.0,,,,2024-10-26,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,189,,,47,160,5.0,11.0,7.142857142857143,,189,,4.0212765957446805,,,,,,,
,8.0,,,,2024-10-27,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,183,,,47,160,9.0,5.0,7.0,,183,,3.893617021276596,,,,,,,
,8.0,,,,2024-10-28,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,180,,,47,160,3.0,9.0,6.285714285714286,,180,,3.8297872340425534,,,,,,,
,8.0,,,,2024-10-29,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,171,,,47,160,8.0,3.0,6.571428571428571,,171,,3.638297872340425,,,,,,,
,8.0,,,,2024-10-30,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,163,,,47,160,6.0,8.0,6.571428571428571,,163,,3.4680851063829787,,,,,,,
,8.0,,,,2024-10-31,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,159,,,47,160,14.0,6.0,8.0,,159,,3.382978723404255,,,,,,,
,8.0,,,,2024-11-01,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,154,,,47,160,10.0,14.0,7.857142857142857,,154,,3.276595744680851,,,,,,,
,8.0,,,,2024-11-02,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,141,,,47,160,10.0,10.0,8.571428571428571,,141,,3.0,,,,,,,
,8.0,,,,2024-11-03,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,133,,,47,160,13.0,10.0,9.142857142857142,,133,,2.8297872340425534,,,,,,,
,8.0,,,,2024-11-04,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,130,,,47,160,8.0,13.0,9.857142857142858,,130,,2.765957446808511,,,,,,,
,8.0,,,,2024-11-05,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,129,,,47,160,4.0,8.0,9.285714285714286,,129,,2.74468085106383,,,,,,,
,8.0,,,,2024-11-06,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,121,,,47,160,8.0,4.0,9.571428571428571,,121,,2.574468085106383,,,,,,,
,8.0,,,,2024-11-07,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,116,,,47,160,5.0,8.0,8.285714285714286,,116,,2.4680851063829787,,,,,,,
,8.0,,,,2024-11-08,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,106,,,47,160,5.0,5.0,7.571428571428571,,106,,2.25531914893617,,,,,,,
,8.0,,,,2024-11-09,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,98,,,47,160,8.0,5.0,7.285714285714286,,98,,2.0851063829787235,,,,,,,
,8.0,,,,2024-11-10,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,93,,,47,160,6.0,8.0,6.285714285714286,,93,,1.9787234042553192,,,,,,,
,8.0,,,,2024-11-11,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,86,,,47,160,2.0,6.0,5.428571428571429,,86,,1.8297872340425527,,,,,,,
,8.0,,,,2024-11-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,79,,,47,160,6.0,2.0,5.714285714285714,,79,,1.680851063829787,,,,,,,
,8.0,,,,2024-11-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,65,,,47,160,8.0,6.0,5.714285714285714,,65,,1.3829787234042554,,,,,,,
,8.0,,,,2024-11-14,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,58,,,47,160,8.0,8.0,6.142857142857143,,58,,1.2340425531914894,,,,,,,
,8.0,,,,2024-11-15,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,49,,,47,160,7.0,8.0,6.428571428571429,,49,,1.0425531914893618,,,,,,,
,8.0,,,,2024-11-16,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,46,,,47,160,6.0,7.0,6.142857142857143,,46,,0.9787234042553192,,,,,,,
,8.0,,,,2024-11-17,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,200,,,47,160,6.0,6.0,6.142857142857143,,200,,4.25531914893617,,,,,,,
,8.0,,,,2024-11-18,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,184,,,47,160,6.0,6.0,6.714285714285714,,184,,3.914893617021277,,,,,,,
,8.0,,,,2024-11-19,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,165,,,47,160,8.0,6.0,7.0,,165,,3.5106382978723403,,,,,,,
,8.0,,,,2024-11-20,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,159,,,47,160,5.0,8.0,6.571428571428571,,159,,3.382978723404255,,,,,,,
,8.0,,,,2024-11-21,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,150,,,47,160,8.0,5.0,6.571428571428571,,150,,3.191489361702128,,,,,,,
,8.0,,,,2024-11-22,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,143,,,47,160,11.0,8.0,7.142857142857143,,143,,3.042553191489361,,,,,,,
,8.0,,,,2024-11-23,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,137,,,47,160,14.0,11.0,8.285714285714286,,137,,2.9148936170212765,,,,,,,
,8.0,,,,2024-11-24,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,130,,,47,160,11.0,14.0,9.0,,130,,2.765957446808511,,,,,,,
,8.0,,,,2024-11-25,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,123,,,47,160,9.0,11.0,9.428571428571429,,123,,2.617021276595745,,,,,,,
,8.0,,,,2024-11-26,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,121,,,47,160,12.0,9.0,10.0,,121,,2.574468085106383,,,,,,,
,8.0,,,,2024-11-27,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,110,,,47,160,10.0,12.0,10.714285714285714,,110,,2.3404255319148937,,,,,,,
,8.0,,,,2024-11-28,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,100,,,47,160,8.0,10.0,10.714285714285714,,100,,2.127659574468085,,,,,,,
,8.0,,,,2024-11-29,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,95,,,47,160,4.0,8.0,9.714285714285714,,95,,2.021276595744681,,,,,,,
,8.0,,,,2024-11-30,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,91,,,47,160,7.0,4.0,8.714285714285714,,91,,1.9361702127659568,,,,,,,
,8.0,,,,2024-12-01,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,86,,,47,160,7.0,7.0,8.142857142857142,,86,,1.8297872340425527,,,,,,,
,8.0,,,,2024-12-02,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,76,,,47,160,8.0,7.0,8.0,,76,,1.6170212765957446,,,,,,,
,8.0,,,,2024-12-03,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,67,,,47,160,3.0,8.0,6.714285714285714,,67,,1.425531914893617,,,,,,,
,8.0,,,,2024-12-04,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,57,,,47,160,8.0,3.0,6.428571428571429,,57,,1.2127659574468086,,,,,,,
,8.0,,,,2024-12-05,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,53,,,47,160,8.0,8.0,6.428571428571429,,53,,1.127659574468085,,,,,,,
,8.0,,,,2024-12-06,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,204,,,47,160,5.0,8.0,6.571428571428571,,204,,4.340425531914893,,,,,,,
,8.0,,,,2024-12-07,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,192,,,47,160,12.0,5.0,7.285714285714286,,192,,4.085106382978723,,,,,,,
,8.0,,,,2024-12-08,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,193,,,47,160,9.0,12.0,7.571428571428571,,193,,4.1063829787234045,,,,,,,
,8.0,,,,2024-12-09,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,177,,,47,160,8.0,9.0,7.571428571428571,,177,,3.765957446808511,,,,,,,
,8.0,,,,2024-12-10,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,172,,,47,160,14.0,8.0,9.142857142857142,,172,,3.6595744680851054,,,,,,,
,8.0,,,,2024-12-11,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,168,,,47,160,10.0,14.0,9.428571428571429,,168,,3.574468085106383,,,,,,,
,8.0,,,,2024-12-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,154,,,47,160,6.0,10.0,9.142857142857142,,154,,3.276595744680851,,,,,,,
,8.0,,,,2024-12-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,141,,,47,160,12.0,6.0,10.142857142857142,,141,,3.0,,,,,,,
,8.0,,,,2024-12-14,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,129,,,47,160,5.0,12.0,9.142857142857142,,129,,2.74468085106383,,,,,,,
,8.0,,,,2024-12-15,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,129,,,47,160,13.0,5.0,9.714285714285714,,129,,2.74468085106383,,,,,,,
,8.0,,,,2024-12-16,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,124,,,47,160,8.0,13.0,9.714285714285714,,124,,2.6382978723404253,,,,,,,
,8.0,,,,2024-12-17,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,118,,,47,160,4.0,8.0,8.285714285714286,,118,,2.5106382978723403,,,,,,,
,8.0,,,,2024-12-18,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,113,,,47,160,12.0,4.0,8.571428571428571,,113,,2.404255319148936,,,,,,,
,8.0,,,,2024-12-19,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,101,,,47,160,11.0,12.0,9.285714285714286,,101,,2.148936170212766,,,,,,,
,8.0,,,,2024-12-20,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,87,,,47,160,7.0,11.0,8.571428571428571,,87,,1.851063829787234,,,,,,,
,8.0,,,,2024-12-21,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,85,,,47,160,5.0,7.0,8.571428571428571,,85,,1.8085106382978724,,,,,,,
,8.0,,,,2024-12-22,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,69,,,47,160,12.0,5.0,8.428571428571429,,69,,1.4680851063829787,,,,,,,
,8.0,,,,2024-12-23,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,67,,,47,160,8.0,12.0,8.428571428571429,,67,,1.425531914893617,,,,,,,
,8.0,,,,2024-12-24,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,58,,,47,160,7.0,8.0,8.857142857142858,,58,,1.2340425531914894,,,,,,,
,8.0,,,,2024-12-25,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,45,,,47,160,11.0,7.0,8.714285714285714,,45,,0.9574468085106383,,,,,,,
,8.0,,,,2024-12-26,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,199,,,47,160,7.0,11.0,8.142857142857142,,199,,4.23404255319149,,,,,,,
,8.0,,,,2024-12-27,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,187,,,47,160,5.0,7.0,7.857142857142857,,187,,3.978723404255319,,,,,,,
,8.0,,,,2024-12-28,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,179,,,47,160,12.0,5.0,8.857142857142858,,179,,3.808510638297872,,,,,,,
,8.0,,,,2024-12-29,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,173,,,47,160,7.0,12.0,8.142857142857142,,173,,3.6808510638297873,,,,,,,
,8.0,,,,2024-12-30,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,163,,,47,160,8.0,7.0,8.142857142857142,,163,,3.4680851063829787,,,,,,,
,8.0,,,,2024-12-31,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,152,,,47,160,7.0,8.0,8.142857142857142,,152,,3.234042553191489,,,,,,,
,8.0,,,,2025-01-01,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,136,,,47,160,6.0,7.0,7.428571428571429,,136,,2.893617021276596,,,,,,,
,8.0,,,,2025-01-02,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,125,,,47,160,5.0,6.0,7.142857142857143,,125,,2.6595744680851063,,,,,,,
,8.0,,,,2025-01-03,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,121,,,47,160,6.0,5.0,7.285714285714286,,121,,2.574468085106383,,,,,,,
,8.0,,,,2025-01-04,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,109,,,47,160,10.0,6.0,7.0,,109,,2.3191489361702127,,,,,,,
,8.0,,,,2025-01-05,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,104,,,47,160,8.0,10.0,7.142857142857143,,104,,2.2127659574468086,,,,,,,
,8.0,,,,2025-01-06,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,99,,,47,160,4.0,8.0,6.571428571428571,,99,,2.106382978723404,,,,,,,
,8.0,,,,2025-01-07,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,96,,,47,160,6.0,4.0,6.428571428571429,,96,,2.042553191489361,,,,,,,
,8.0,,,,2025-01-08,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,86,,,47,160,8.0,6.0,6.714285714285714,,86,,1.8297872340425527,,,,,,,
,8.0,,,,2025-01-09,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,73,,,47,160,8.0,8.0,7.142857142857143,,73,,1.553191489361702,,,,,,,
,8.0,,,,2025-01-10,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,71,,,47,160,7.0,8.0,7.285714285714286,,71,,1.5106382978723405,,,,,,,
,8.0,,,,2025-01-11,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,64,,,47,160,6.0,7.0,6.714285714285714,,64,,1.3617021276595744,,,,,,,
,8.0,,,,2025-01-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,57,,,47,160,6.0,6.0,6.428571428571429,,57,,1.2127659574468086,,,,,,,
,8.0,,,,2025-01-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,49,,,47,160,6.0,6.0,6.714285714285714,,49,,1.0425531914893618,,,,,,,
,8.0,,,,2025-01-14,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,203,,,47,160,7.0,6.0,6.857142857142857,,203,,4.319148936170213,,,,,,,
,8.0,,,,2025-01-15,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,192,,,47,160,5.0,7.0,6.428571428571429,,192,,4.085106382978723,,,,,,,
,8.0,,,,2025-01-16,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,188,,,47,160,10.0,5.0,6.714285714285714,,188,,4.0,,,,,,,
,8.0,,,,2025-01-17,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,180,,,47,160,9.0,10.0,7.0,,180,,3.8297872340425534,,,,,,,
,8.0,,,,2025-01-18,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,182,,,47,160,4.0,9.0,6.714285714285714,,182,,3.872340425531915,,,,,,,
,8.0,,,,2025-01-19,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,170,,,47,160,6.0,4.0,6.714285714285714,,170,,3.617021276595745,,,,,,,
,8.0,,,,2025-01-20,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,164,,,47,160,13.0,6.0,7.714285714285714,,164,,3.48936170212766,,,,,,,
,8.0,,,,2025-01-21,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,159,,,47,160,12.0,13.0,8.428571428571429,,159,,3.382978723404255,,,,,,,
,8.0,,,,2025-01-22,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,155,,,47,160,7.0,12.0,8.714285714285714,,155,,3.297872340425532,,,,,,,
,8.0,,,,2025-01-23,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,137,,,47,160,8.0,7.0,8.428571428571429,,137,,2.9148936170212765,,,,,,,
,8.0,,,,2025-01-24,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,134,,,47,160,2.0,8.0,7.428571428571429,,134,,2.851063829787234,,,,,,,
,8.0,,,,2025-01-25,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,132,,,47,160,8.0,2.0,8.0,,132,,2.8085106382978724,,,,,,,
,8.0,,,,2025-01-26,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,122,,,47,160,13.0,8.0,9.0,,122,,2.595744680851064,,,,,,,
,8.0,,,,2025-01-27,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,112,,,47,160,5.0,13.0,7.857142857142857,,112,,2.382978723404255,,,,,,,
,8.0,,,,2025-01-28,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,101,,,47,160,12.0,5.0,7.857142857142857,,101,,2.148936170212766,,,,,,,
,8.0,,,,2025-01-29,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,98,,,47,160,9.0,12.0,8.142857142857142,,98,,2.0851063829787235,,,,,,,
,8.0,,,,2025-01-30,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,95,,,47,160,11.0,9.0,8.571428571428571,,95,,2.021276595744681,,,,,,,
,8.0,,,,2025-01-31,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,80,,,47,160,9.0,11.0,9.571428571428571,,80,,1.702127659574468,,,,,,,
,8.0,,,,2025-02-01,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,75,,,47,160,7.0,9.0,9.428571428571429,,75,,1.5957446808510638,,,,,,,
,8.0,,,,2025-02-02,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,67,,,47,160,13.0,7.0,9.428571428571429,,67,,1.425531914893617,,,,,,,
,8.0,,,,2025-02-03,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,60,,,47,160,6.0,13.0,9.571428571428571,,60,,1.2765957446808511,,,,,,,
,8.0,,,,2025-02-04,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,50,,,47,160,8.0,6.0,9.0,,50,,1.0638297872340423,,,,,,,
,8.0,,,,2025-02-05,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,199,,,47,160,13.0,8.0,9.571428571428571,,199,,4.23404255319149,,,,,,,
,8.0,,,,2025-02-06,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,189,,,47,160,17.0,13.0,10.428571428571429,,189,,4.0212765957446805,,,,,,,
,8.0,,,,2025-02-07,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,181,,,47,160,6.0,17.0,10.0,,181,,3.851063829787234,,,,,,,
,8.0,,,,2025-02-08,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,178,,,47,160,13.0,6.0,10.857142857142858,,178,,3.787234042553192,,,,,,,
,8.0,,,,2025-02-09,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,162,,,47,160,5.0,13.0,9.714285714285714,,162,,3.4468085106382977,,,,,,,
,8.0,,,,2025-02-10,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,153,,,47,160,7.0,5.0,9.857142857142858,,153,,3.25531914893617,,,,,,,
,8.0,,,,2025-02-11,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,150,,,47,160,4.0,7.0,9.285714285714286,,150,,3.191489361702128,,,,,,,
,8.0,,,,2025-02-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,138,,,47,160,11.0,4.0,9.0,,138,,2.936170212765957,,,,,,,
,8.0,,,,2025-02-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,130,,,47,160,10.0,11.0,8.0,,130,,2.765957446808511,,,,,,,
,8.0,,,,2025-02-14,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,122,,,47,160,8.0,10.0,8.285714285714286,,122,,2.595744680851064,,,,,,,
,8.0,,,,2025-02-15,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,111,,,47,160,6.0,8.0,7.285714285714286,,111,,2.3617021276595747,,,,,,,
,8.0,,,,2025-02-16,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,102,,,47,160,10.0,6.0,8.0,,102,,2.1702127659574466,,,,,,,
,8.0,,,,2025-02-17,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,98,,,47,160,4.0,10.0,7.571428571428571,,98,,2.0851063829787235,,,,,,,
,8.0,,,,2025-02-18,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,94,,,47,160,9.0,4.0,8.285714285714286,,94,,2.0,,,,,,,
,8.0,,,,2025-02-19,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,83,,,47,160,6.0,9.0,7.571428571428571,,83,,1.7659574468085106,,,,,,,
,8.0,,,,2025-02-20,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,78,,,47,160,13.0,6.0,8.0,,78,,1.6595744680851063,,,,,,,
,8.0,,,,2025-02-21,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,64,,,47,160,11.0,13.0,8.428571428571429,,64,,1.3617021276595744,,,,,,,
,8.0,,,,2025-02-22,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,61,,,47,160,5.0,11.0,8.285714285714286,,61,,1.297872340425532,,,,,,,
,8.0,,,,2025-02-23,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,53,,,47,160,5.0,5.0,7.571428571428571,,53,,1.127659574468085,,,,,,,
,8.0,,,,2025-02-24,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,46,,,47,160,7.0,5.0,8.0,,46,,0.9787234042553192,,,,,,,
,8.0,,,,2025-02-25,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,197,,,47,160,12.0,7.0,8.428571428571429,,197,,4.191489361702128,,,,,,,
,8.0,,,,2025-02-26,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,182,,,47,160,12.0,12.0,9.285714285714286,,182,,3.872340425531915,,,,,,,
,8.0,,,,2025-02-27,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,176,,,47,160,9.0,12.0,8.714285714285714,,176,,3.74468085106383,,,,,,,
,8.0,,,,2025-02-28,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,168,,,47,160,6.0,9.0,8.0,,168,,3.574468085106383,,,,,,,
,8.0,,,,2025-03-01,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,164,,,47,160,7.0,6.0,8.285714285714286,,164,,3.48936170212766,,,,,,,
,8.0,,,,2025-03-02,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,160,,,47,160,3.0,7.0,8.0,,160,,3.404255319148936,,,,,,,
,8.0,,,,2025-03-03,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,151,,,47,160,3.0,3.0,7.428571428571429,,151,,3.2127659574468086,,,,,,,
,8.0,,,,2025-03-04,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,146,,,47,160,6.0,3.0,6.571428571428571,,146,,3.106382978723404,,,,,,,
,8.0,,,,2025-03-05,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,142,,,47,160,5.0,6.0,5.571428571428571,,142,,3.021276595744681,,,,,,,
,8.0,,,,2025-03-06,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,132,,,47,160,11.0,5.0,5.857142857142857,,132,,2.8085106382978724,,,,,,,
,8.0,,,,2025-03-07,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,124,,,47,160,6.0,11.0,5.857142857142857,,124,,2.6382978723404253,,,,,,,
,8.0,,,,2025-03-08,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,119,,,47,160,9.0,6.0,6.142857142857143,,119,,2.5319148936170213,,,,,,,
,8.0,,,,2025-03-09,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,116,,,47,160,3.0,9.0,6.142857142857143,,116,,2.4680851063829787,,,,,,,
,8.0,,,,2025-03-10,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,109,,,47,160,12.0,3.0,7.428571428571429,,109,,2.3191489361702127,,,,,,,
,8.0,,,,2025-03-11,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,103,,,47,160,5.0,12.0,7.285714285714286,,103,,2.191489361702128,,,,,,,
,8.0,,,,2025-03-12,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,96,,,47,160,8.0,5.0,7.714285714285714,,96,,2.042553191489361,,,,,,,
,8.0,,,,2025-03-13,,,,,,,,,,,,,,,BEB001,Agua purificada 1.5L,,90,,,47,160,11.0,8.0,7.714285714285714,,90,,1.9148936170212767,,,,,,,
